Property Name,Portfolio Manager ID,Street Address,Street Address 2,City/Municipality,State/Province,Other State/Province,Postal Code,Country,Year Built,Self-Selected Primary Function,Construction Status,Gross Floor Area,GFA Units,Occupancy (%),Number of Buildings,How Many Buildings?,Parent Property Name (if Applicable),Parent Property ID,Is this Property Owned or Operated by the US or Canadian Federal Government?,Federal Agency/Department
ME0088ZZ - USBS FT KENT,2630022,U.S. ROUTE 1,,FORT KENT,Maine,,047439998,United States,1981,Other - Public Services,Existing,9954,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
ME0091ZZ - USBS MILLTOWN,2390966,MILLTOWN,,CALAIS,Maine,,04619,United States,1938,Other - Public Services,Existing,1704,Sq. Ft.,100,None,0,,,Yes,General Services Administration (GSA)
ME0091ZZ-LPOE MILLTOWN,4005572,534 NORTH ST,,CALAIS,Maine,,04619,United States,2014,Office,Existing,1704,Sq. Ft.,100,One,1,,,Yes,Other
MI0000BC - HART DOLE INOUYE FED,2408784,50 N WASHINGTON AVENUE,,BATTLE CREEK,Michigan,,49017,United States,1928,Office,Existing,925780,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
MI0000CI-CARGO INSPECTION LPOE,3424598,2810 W FORT ST,,DETROIT,Michigan,,48216,United States,2013,Office,Existing,77156,Sq. Ft.,100,One,1,,,Yes,Other
MI0000DI - ROSA PARKS FED BLDG,2401480,333 MT ELLIOTT ST,,DETROIT,Michigan,,48207,United States,1933,Office,Existing,48588,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
MI0000MC - MCNAMARA FB FACILITY,1463252,477 MICHIGAN AVE,,DETROIT,Michigan,,48226,United States,1974,Office,Existing,1003684,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
MI0029ZZ - LEVIN US COURTHOUSE,2630023,231 W LAFAYETTE,,DETROIT,Michigan,,48226,United States,1934,Courthouse,Existing,764904,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
MI0048ZZ - FLINT FED BLDG CTHOU,1165572,600 CHURCH STREET,,FLINT,Michigan,,48502,United States,1931,Courthouse,Existing,71760,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
MI0072ZZ - KALAMAZOO FB CTHS,1165550,410 WEST MICHIGAN AVE,,KALAMAZOO,Michigan,,49006,United States,1939,Courthouse,Existing,79845,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
MI0073ZZ - CHRLS CHAMBERLAIN FB,1165538,315 WEST ALLEGAN,,LANSING,Michigan,,48933,United States,1932,Courthouse,Existing,189763,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
MI0097ZZ - PORT HURON FB CT,1526241,526 WATER STREET,,PORT HURON,Michigan,,48060,United States,1877,Courthouse,Existing,44397,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
MI0118ZZ - ANN ARBOR FB CT,2630024,200 EAST LIBERTY STREET,,ANN ARBOR,Michigan,,481072129,United States,1979,Office,Existing,109700,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
MI0137ZZ - G R FORD FB CTHSE,1165546,110 MICHIGAN STREET NW,,GRAND RAPIDS,Michigan,,49503,United States,1972,Courthouse,Existing,280257,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
MI0143ZZ - FED PARKING FACILITY,2630025,530 HOWARD STREET,,DETROIT,Michigan,,482262510,United States,1990,Other,Existing,0,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
MI0146ZZ - NATIONAL WEATHER SVC,2999313,214 W 14TH AVE,,SAULT ST MARIE,Michigan,,49783,United States,1952,Other,Existing,0,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
MI0401ZZ - AMBASSADOR BRIDGE BO,2630026,2810 WEST FORT STREET,,DETROIT,Michigan,,48216,United States,1993,Office,Existing,46143,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
MI0402ZZ - SSA BUILDING,1154567,611 E GENESEE AVE,,SAGINAW,Michigan,,48607,United States,2002,Office,Existing,13587,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
MI0403ZZ - CARGO INSP VACIS,2630027,2810C W FORT STREET,,DETROIT,Michigan,,482162069,United States,2005,Other - Services,Existing,6855,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
MI0404ZZ - CARGO INSP. BROKER,2630028,2810B W FORT STREET,,DETROIT,Michigan,,482162069,United States,2007,Office,Existing,24128,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
MI0724SB - US BORDER STATION,1612029,INTERNATIONS BRIDGE PLAZA,,SAULT STE MARIE,Michigan,,49783,United States,2005,Other - Public Services,Existing,73557,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
MI1951ZZ-DETROIT COMPUTING CT,4512805,985 MICHIGAN AVENUE,,DETROIT,Michigan,,48226,United States,1995,Office,Existing,851537,Sq. Ft.,100,One,1,,,Yes,Other
MN0000GP - USBS GRAND PORTAGE,1612136,HIGHWAY 61 NORTH,,GRAND PORTAGE,Minnesota,,55605,United States,1966,Other - Public Services,Existing,16696,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
MN0000NB - CUSTOMS IMMIG STAT,2630029,"RT 1, BOX 112",,NOYES,Minnesota,,567409703,United States,1932,Other - Public Services,Existing,16917,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
MN0000TC - BISHOP H WHIPPLE FB,1559246,ONE FEDERAL DRIVE,,FORT SNELLING,Minnesota,,55111,United States,1969,Office,Existing,699968,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
MN0000WB - WARROAD USBS,2630030,41059 STATE HIGHWAY 313,,WARROAD,Minnesota,,56763,United States,2010,Other - Public Services,Existing,43088,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
MN0015ZZ - HEANEY FED BLD  & CT,1165540,515 W FIRST STREET,,DULUTH,Minnesota,,55802,United States,1930,Courthouse,Existing,189042,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
MN0021ZZ - FERGUS FALLS USPS CT,1165564,118 S MILL STREET,,FERGUS FALLS,Minnesota,,56537,United States,1903,Courthouse,Existing,52586,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
MN0036ZZ - FEDERAL BUILDING,1214,212 THIRD AVE SOUTH,,MINNEAPOLIS,Minnesota,,55401,United States,1915,Office,Existing,154915,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
MN0076ZZ - BEMIDJI FED BLDG,2630031,522 MINNESOTA AVENUE,,BEMIDJI,Minnesota,,566013062,United States,1960,Office,Existing,45210,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
MN0084ZZ - SSA MINNEAPOLIS,1568066,1811 CHICAGO AVE SOUTH,,MINNEAPOLIS,Minnesota,,55404,United States,1969,Office,Existing,21492,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
MN0087ZZ - W E BURGER FOBCTHSE,2386983,316 ROBERT STREET,,ST PAUL,Minnesota,,55101,United States,1965,Courthouse,Existing,420975,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
MN0088ZZ - SSA AUSTIN,2411343,404 2ND STREET,,AUSTIN,Minnesota,,55912,United States,1969,Office,Existing,6061,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
MN0092ZZ - MINNEAPOLIS US CTHSE,1165566,300 S 4TH STREET,,MINNEAPOLIS,Minnesota,,55415,United States,1997,Courthouse,Existing,465000,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
MN0300ZZ - USBS INTERNATIONAL F,2630032,2 SECOND AVENUE,,INTERNATIONAL FALLS,Minnesota,,566492344,United States,1993,Other - Public Services,Existing,20427,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
MN0600ZZ - BS BAUDETTE,2630033,"INTERNATIONAL BRIDGE, HWY 72",,BAUDETTE,Minnesota,,551019998,United States,1997,Other - Public Services,Existing,9634,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
MO0000AF - FED CTR GOODFELLOW,1665524,4300 GOODFELLOW,,ST LOUIS,Missouri,,63120,United States,1941,Office,Existing,1815167,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
MO0000AG - FRC BLDG 100 PAGE,2630035,9700 PAGE BLVD,,OVERLAND,Missouri,,63132,United States,1945,Office,Existing,1882234,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
MO0022ZZ - BOND U.S. COURTHOUSE,2999314,80 LAYFAETTE ST.,,JEFFERSON CITY,Missouri,,65101,United States,2011,Courthouse,Existing,117522,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
MO0039ZZ - 2306-2312 BANNISTER,3604334,2306 Bannister,,Kansas City,Missouri,,64131,United States,1933,Data Center,Existing,562786,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
MO0050ZZ-WHITTAKER COURTHOUSE,1501666,400 E 9TH STREET,,KANSAS CITY,Missouri,,64106,United States,1997,Courthouse,Existing,722963,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
MO0095ZZ - THOMAS F. EAGLETON U.S. COURTHOUSE,2630037,111 S. 10TH STREET,,ST LOUIS,Missouri,,63102,United States,2000,Courthouse,Existing,1310875,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
MO0106ZZ - ROBT A YOUNG FED BLD,1436668,1222 SPRUCE,,ST LOUIS,Missouri,,63103,United States,1933,Office,Existing,1131929,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
MO0121ZZ - FB-PO-CT HANNIBAL,1813401,801 BROADWAY,,HANNIBAL,Missouri,,63401,United States,1966,Office,Existing,73575,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
MO0127ZZ - R BOLLING FB,1278683,601 E 12TH ST,,KANSAS CITY,Missouri,,64106,United States,1965,Office,Existing,1239636,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
MO0134ZZ - FB 8930 WARD PRKWY,1533261,8930 WARD PARKWAY,,KANSAS CITY,Missouri,,64114,United States,1962,Office,Existing,200300,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
MO0147ZZ - CAPE GIRARDEAU U.S. COURTHOUSE,1813397,555 INDEPENDENCE ST,,CAPE GIRARDEAU,Missouri,,63703,United States,2008,Courthouse,Existing,163732,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
MS0000AA - DM RUSSELL FED BLDG CTHSE,1123272,2012 15TH STREET,,GULFPORT,Mississippi,,39501,United States,2004,Courthouse,Existing,228292,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
MS0007ZZ - JACKSON US COURTHOUSE,2999315,501 E COURTS STREET,,JACKSON,Mississippi,,39201,United States,1900,Other,Existing,0,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
MS0008ZZ - NATCHEZ US COURTHOUSE,2630040,109 PEARL STREET,,NATCHEZ,Mississippi,,391203466,United States,1853,Courthouse,Existing,23983,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
MS0031ZZ - J EASTLAND COURTHSE & PO,2630041,245 E CAPITOL STREET,,JACKSON,Mississippi,,392052409,United States,1934,Courthouse,Existing,113586,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
MS0065ZZ - GREENVILLE FED BLD-PO-CTH,2630043,305 MAIN STREET,,GREENVILLE,Mississippi,,387014047,United States,1959,Courthouse,Existing,84824,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
MS0072ZZ-WM COLMER FED BLD & CTHSE,2630044,701 MAIN STREET,,HATTIESBURG,Mississippi,,39401,United States,1985,Office,Existing,63281,Sq. Ft.,100,One,1,,,Yes,Other
MS0079ZZ - OXFORD FED BLD CTHSE PO,2630045,911 JACKSON AVENUE,,OXFORD,Mississippi,,386553632,United States,1973,Courthouse,Existing,91536,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
MS0082ZZ - TG ABERNETHY FED BLD,2630046,301 W COMMERCE ST,,ABERDEEN,Mississippi,,397302520,United States,1973,Office,Existing,62134,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
MS0083ZZ - MC COY FED BLDG,2630047,100 W CAPITOL,,JACKSON,Mississippi,,392691602,United States,1979,Office,Existing,442443,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
MT0000AD - USBS CHIEF MOUNTAIN,2630048,ST HWY 17 AT CAN BDR,,BABB,Montana,,594119700,United States,1939,Office,Existing,10920,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
MT0000AE - USBS PIEGAN,2630049,US HWY 89 AT CAN BDR,,BABB,Montana,,594119700,United States,1933,Office,Existing,103474,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
MT0000AF - USBS RAYMOND,2630050,ST HWY 256 AT CAN BDR,,RAYMOND,Montana,,592569700,United States,2003,Office,Existing,35239,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
MT0000AG - USBS EUREKA,2630051,MAIN PORT BUILDING,,EUREKA,Montana,,599179701,United States,2002,Office,Existing,31304,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
MT0000AW - USBS TURNER,2630052,ST HWY 241 AT CAN BORDER,,TURNER,Montana,,595420090,United States,1992,Office,Existing,5547,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
MT0004ZZ - MIKE MANSFIELD FED BLG CT,2280842,400 N MAIN ST,,BUTTE,Montana,,59701,United States,1904,Courthouse,Existing,73336,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
MT0017ZZ - MISSOULA FED BLDG PO CTHS,2487884,200 E BROADWAY,,MISSOULA,Montana,,59801,United States,1913,Office,Existing,129921,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
MT0042ZZ - US BORDER PATROL HQ,2280844,2605 5TH AVENUE S,,HAVRE,Montana,,59501,United States,1965,Office,Existing,12271,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
MT0046ZZ - BOZEMAN FED BLDG PO,2280862,10 E BABCOCK STREET,,BOZEMAN,Montana,,59715,United States,1966,Office,Existing,96996,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
MT0050ZZ - BILLINGS FEDERAL BLDG,2630055,2603 2ND AVENUE NORTH,,BILLINGS,Montana,,591012234,United States,2012,Office,Existing,146669,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
NC0000AB - SANFORD FB-CT-VMF,2630056,310 NEW BERN AVE,,RALEIGH,North Carolina,,27601,United States,1969,Courthouse,Existing,426031,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
NC0000AE - ASHEVILLE FED FACILITY,2384089,151 PATTON AVENUE,,ASHEVILLE,North Carolina,,28802,United States,1994,Office,Existing,375337,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
NC0011ZZ - NEW BERN PO & CRTHSE,2424315,413 MIDDLE STREET,,NEW BERN,North Carolina,,28360,United States,1935,Courthouse,Existing,47932,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
NC0020ZZ-J HERBERT W SMALL FB-CT,2630058,306 EAST MAIN STREET,,ELIZABETH CITY,North Carolina,,27909,United States,1985,Office,Existing,26684,Sq. Ft.,100,One,1,,,Yes,Other
NC0028ZZ - LR PREYER FED BLDG & CTHS,2630059,324 W MARKET STREET,,GREENSBORO,North Carolina,,274012513,United States,1933,Courthouse,Existing,128652,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
NC0029ZZ-US COURTHOUSE ANNEX,2630060,215 SOUTH EVANS STREET,,GREENVILLE,North Carolina,,27834,United States,1985,Office,Existing,13509,Sq. Ft.,100,One,1,,,Yes,Other
NC0058ZZ - CENTURY STATION FED BD PO,2630061,300 FAYETTEVILLE STREET,,RALEIGH,North Carolina,,276011799,United States,1878,Office,Existing,88880,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
NC0072ZZ - STATEVILLE COURTHSE & PO,2630062,200 W BROAD STREET,,STATEVILLE,North Carolina,,286775258,United States,1939,Courthouse,Existing,37102,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
NC0085ZZ - A LENNON FED BLD COURTHSE,2423682,2 PRINCESS STREET,,WILMINGTON,North Carolina,,28401,United States,1919,Courthouse,Existing,64276,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
NC0090ZZ - GREENSBORO FED BLDG,2999317,320 FEDERAL PLACE,,GREENSBORO,North Carolina,,27401,United States,1955,Other,Existing,0,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
NC0092ZZ-U S COURTHOUSE,2384101,50 MAIN STREET,,BRYSON CITY,North Carolina,,28713,United States,1985,Office,Existing,34156,Sq. Ft.,100,One,1,,,Yes,Other
NC0095ZZ-J J HAYES FEDERAL BLDG,2384105,207 WEST MAIN STREET,,WILKESBORO,North Carolina,,28697,United States,1973,Office,Existing,38742,Sq. Ft.,100,One,1,,,Yes,Other
NC0113ZZ-H W WARD FED BLG CTHOUSE,2630064,151 N MAIN STREET,,WINSTON SALEM,North Carolina,,27110,United States,1985,Office,Existing,349753,Sq. Ft.,100,One,1,,,Yes,Other
NC2582ZZ - Charles R. Jonas Federal Building,2300902,401 W. Trade Street,,Charlotte,North Carolina,,28202,United States,1918,Courthouse,Existing,71949,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
ND0000AK-USBS AMBROSE,2630065,ST HWY 42 AT CAN BDR,,AMBROSE,North Dakota,,58833,United States,1990,Office,Existing,5879,Sq. Ft.,100,One,1,,,Yes,Other
ND0000AL - USBS DUNSEITH,2630067,US HWY 281 AT CAN BDR,,DUNSEITH,North Dakota,,583299998,United States,1969,Office,Existing,16125,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
ND0000AM - USBS PORTAL,2630068,US HWY 52 AT CAN BDR,,PORTAL,North Dakota,,587729998,United States,1932,Office,Existing,14710,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
ND0000AN-USBS ST JOHN,2630069,ST HWY 30 AT CAN BDR,,ST JOHN,North Dakota,,58369,United States,1990,Office,Existing,6165,Sq. Ft.,100,One,1,,,Yes,Other
ND0000AO - USBS PEMBINA,2630071,IMPORT BROKERS PADS,,PEMBINA,North Dakota,,582719745,United States,1997,Office,Existing,40332,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
ND0002ZZ - BISMARCK FEDERAL BLDG,2487579,304 E BROADWAY,,BISMARCK,North Dakota,,585014082,United States,1913,Office,Existing,42232,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
ND0006ZZ - FARGO FED BLDG CTHOUSE,1279,655 1ST AVE N,,FARGO,North Dakota,,58102,United States,1931,Office,Existing,196972,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
ND0008ZZ - RONALD DAVIES FED BLDG CT,2280894,102 N 4TH ST,,GRAND FORKS,North Dakota,,58201,United States,1937,Office,Existing,45510,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
ND0014ZZ - VAN SICKLE FB CTHS,2630072,100 1ST ST SW,,MINOT,North Dakota,,587013846,United States,1915,Courthouse,Existing,39255,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
ND0018ZZ - PEMBINA CUSTOMS HOUSE PO,2630073,112 W STUTSMAN STREET,,PEMBINA,North Dakota,,582714102,United States,1932,Office,Existing,15350,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
ND0032ZZ-BDR PATROL SECTOR HQ,2630074,2320 S WASHINGTON ST,,GRAND FORKS,North Dakota,,58201,United States,1973,Office,Existing,15595,Sq. Ft.,100,One,1,,,Yes,Other
ND0037ZZ - WLM GUY FED BLDG PO CTHSE,2280788,220 E ROSSER AVENUE,,BISMARCK,North Dakota,,58501,United States,1964,Office,Existing,158121,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
ND0038ZZ - NEW PARKING LOT,2630075,1ST AND THAYER,,BISMARCK,North Dakota,,585013869,United States,1987,Other,Existing,0,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
ND0045ZZ - SIXTH ST BUILDING,2630076,124 N 6TH STREET,,GRAND FORKS,North Dakota,,582013624,United States,1969,Office,Existing,9369,Sq. Ft.,100,None,0,,,Yes,General Services Administration (GSA)
ND0046ZZ - FED BLDG PO,1285,657 2ND AVENUE N,,FARGO,North Dakota,,58102,United States,1969,Office,Existing,227295,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
NE0018ZZ - GRAND ISLAND FB,1533328,203 W 2ND ST,,GRAND ISLAND,Nebraska,,68801,United States,1910,Office,Existing,31472,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
NE0036ZZ - HRUSKA CH - OMAHA,1533071,111 SOUTH 18TH PLAZA,,OMAHA,Nebraska,,68102,United States,2000,Courthouse,Existing,338473,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
NE0051ZZ - EDW ZORINSKY FED BLD,1813139,1616 Capital Ave,,OMAHA,Nebraska,,68102,United States,1960,Office,Existing,428932,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
NE0056ZZ - NORTH PLATTE FBCHPO,1533282,300 E 3RD ST,,NORTH PLATTE,Nebraska,,69101,United States,1964,Office,Existing,79706,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
NE0531ZZ - ROBERT DENNEY FBCH,1533055,100 CENTENNIAL MALL NO,,LINCOLN,Nebraska,,68508,United States,1975,Courthouse,Existing,506389,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
NH0030ZZ - JC CLEVELAND FED BLD,1295,55 PLEASANT STREET,,CONCORD,New Hampshire,,03301,United States,1966,Office,Existing,114584,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
NH0033ZZ - SSA LITTLETON,2392039,MAIN STREET,,LITTLETON,New Hampshire,,03561,United States,1969,Office,Existing,4777,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
NH0036ZZ - TJ MCINTYRE FEDERAL BLDG,1296,80 DANIEL STREET,,PORTSMOUTH,New Hampshire,,03801,United States,1966,Office,Existing,108929,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
NH0037ZZ - NORRIS COTTON FEDERAL BLD,1297,275 CHESTNUT STREET,,MANCHESTER,New Hampshire,,03103,United States,1976,Office,Existing,126143,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
NH0038ZZ - WB RUDMAN COURTHOUSE,2630077,55 PLEASANT STREET,,CONCORD,New Hampshire,,03301,United States,1996,Courthouse,Existing,200147,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
NJ0000CT - COHEN COMPLEX,2474682,400 COOPER STREET,,CAMDEN,New Jersey,,08108,United States,1932,Courthouse,Existing,275082,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
NJ0000FB - CS FISHER COURTHOUSE,2472997,402 EAST STATE STREET,,TRENTON,New Jersey,,08608,United States,1933,Courthouse,Existing,326273,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
NJ0056ZZ - WASHINGTON FED BLDG,2630078,20 WASHINGTON PLACE,,NEWARK,New Jersey,,071023110,United States,1920,Office,Existing,159001,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
NJ0108ZZ - RODINO FED BLDG,1259269,970 BROAD STREET,,NEWARK,New Jersey,,07102,United States,1968,Office,Existing,508167,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
NJ0111ZZ - HACKENSACK SSA BLDG,2630079,22 MORRIS STREET,,HACKENSACK,New Jersey,,076015465,United States,1969,Office,Existing,15190,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
NJ0114ZZ - SSA TRUST BRIDGETON,2630080,149 WEST BROAD STREET,,BRIDGETON,New Jersey,,083022407,United States,1970,Office,Existing,11744,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
NJ0119ZZ - MONTCLAIR SSA BLDG,2630081,396 BLOOMFIELD AVENUE,,MONTCLAIR,New Jersey,,070423503,United States,1972,Office,Existing,7536,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
NJ0144ZZ - KING US CH,2630082,50 WALNUT STREET,,NEWARK,New Jersey,,071023551,United States,1992,Courthouse,Existing,354000,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
NJ0145ZZ - ROE FED BLDG,2630083,200 FEDERAL PLAZA,,PATERSON,New Jersey,,075081961,United States,1991,Office,Existing,60231,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
NJ0148ZZ-RODINO CHILDCARE CENTER,4185088,30 EAST KINNEY,,NEWARK,New Jersey,,12553,United States,2014,Office,Existing,7630,Sq. Ft.,100,One,1,,,Yes,Other
NJ4622ZZ-THE LYRIC,4337848,79 HUDSON STREET,,HOBOKEN,New Jersey,,07030,United States,2007,Office,Existing,9644,Sq. Ft.,100,One,1,,,Yes,Other
NM0000AA - FSS WAREHOUSE DEPOT,2630084,1600 TWELFTH STREET NW,,ALBUQUERQUE,New Mexico,,871042204,United States,1961,Non-Refrigerated Warehouse,Existing,81549,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
NM0000AQ - ALBUQUERQUE PO CTHSE,2630085,123 FOURTH STREET SW,,ALBUQUERQUE,New Mexico,,87101,United States,1908,Courthouse,Existing,74844,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
NM0000CL-USBS COLUMBUS ADMIN,2630086,PALOMAS AND 2ND STREET,,COLUMBUS,New Mexico,,88029,United States,2003,Office,Existing,22489,Sq. Ft.,100,One,1,,,Yes,Other
NM0000SN - SANTA FE US CRTHSE,2630087,106 S FEDERAL PLAZA,,SANTA FE,New Mexico,,875011902,United States,1899,Office,Existing,184423,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
NM0000ST - SANTA TERESA LPOE,2630088,104 SANTA TERESA,,SANTA TERESA,New Mexico,,880089801,United States,1997,Other - Public Services,Existing,57422,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
NM0030ZZ - DIONISIO CHAVEZ FB,1567751,500 GOLD AVENUE SW,,ALBUQUERQUE,New Mexico,,871023118,United States,1965,Office,Existing,347684,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
NM0035ZZ - ROSWELL FEDERAL BLDG,2392006,500 NORTH RICHARDSON AVE,,ROSWELL,New Mexico,,88201,United States,1967,Office,Existing,63625,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
NM0037ZZ - ALBUQEURQUE PK GARAG,2630090,SIXTH STREET && LEAD AVE,,ALBUQUERQUE,New Mexico,,871023141,United States,1970,Parking,Existing,114700,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
NM0038ZZ - GALLUP FEDERAL BLDG,1931112,301 WEST HILL AVENUE,,GALLUP,New Mexico,,87301,United States,1972,Office,Existing,75050,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
NM0042ZZ - RUNNELS FED BLDG,1933794,200 E. GRIGGS AVE,,LAS CRUCES,New Mexico,,88001,United States,1974,Office,Existing,68569,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
NM0047ZZ - GSA MOTOR POOL SITE,2630091,2500 CERRILLOS ROAD,,SANTA FE,New Mexico,,875013260,United States,1978,Office,Existing,2465,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
NM0050ZZ - PETE DOMENICI CTHSE,1566678,333 LOMAS BLVD NW,,ALBUQUERQUE,New Mexico,,87102,United States,1998,Office,Existing,325935,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
